"","outcome","purpose_","dti","borrower_score","payment_inc_ratio"
"28736","paid off","debt_consolidation",16.54,0.45,5.88535
"42597","paid off","debt_consolidation",29.55,0.5,5.1441
"3438","default","medical",11.26,0.4,1.6746
"35161","paid off","debt_consolidation",15.6,0.6,4.40753
"24649","paid off","home_improvement",5.64,0.5,1.63894
"24050","paid off","debt_consolidation",17.54,0.4,9.246
"35629","paid off","credit_card",7.12,0.4,9.22537
"42396","paid off","debt_consolidation",6.98,0.65,4.29458
"33687","paid off","credit_card",10.52,0.6,11.3073
"31017","paid off","debt_consolidation",25.9,0.55,5.17917
"3180","default","other",11.95,0.35,3.34467
"32282","paid off","other",18.62,0.45,3.35607
"12704","default","debt_consolidation",21.46,0.45,7.9015
"30564","paid off","home_improvement",12.75,0.45,8.75682
"9110","default","debt_consolidation",29.75,0.45,6.51706
"4297","default","debt_consolidation",20.1,0.6,8.20603
"32110","paid off","major_purchase",19.14,0.45,3.9697
"37932","paid off","credit_card",18.44,0.6,5.23275
"39874","paid off","credit_card",17.37,0.45,6.53581
"673","default","other",26.82,0.4,1.15214
"44496","paid off","medical",23.58,0.65,11.139
"26732","paid off","debt_consolidation",28.43,0.5,6.39595
"21843","default","debt_consolidation",19.05,0.5,9.62549
"37451","paid off","debt_consolidation",18.64,0.45,7.21929
"16325","default","debt_consolidation",10.55,0.6,10.2656
"31550","paid off","debt_consolidation",27.29,0.5,11.0652
"45677","paid off","credit_card",22.82,0.65,4.10076
"24409","paid off","other",7.47,0.25,7.752
"8552","default","debt_consolidation",15.39,0.25,2.33964
"37963","paid off","debt_consolidation",25.72,0.45,11.1715
"7898","default","medical",15.59,0.45,2.10046
"19864","default","debt_consolidation",18.54,0.6,9.37423
"42421","paid off","debt_consolidation",4.92,0.5,3.74729
"7770","default","credit_card",21.96,0.5,7.97036
"11909","default","debt_consolidation",26.64,0.45,10.7909
"32751","paid off","credit_card",12.18,0.7,10.7687
"14430","default","debt_consolidation",20.99,0.4,10.1937
"18890","default","medical",14.29,0.4,4.7193
"22467","default","debt_consolidation",7.25,0.5,7.27632
"25289","paid off","debt_consolidation",12.75,0.65,5.50218
"5201","default","debt_consolidation",9.52,0.6,3.94049
"40688","paid off","home_improvement",1.59,0.7,7.03227
"38444","paid off","debt_consolidation",9.43,0.45,6.16635
"232","default","debt_consolidation",22.06,0.25,5.7156
"43714","paid off","debt_consolidation",7.56,0.45,9.1208
"15147","default","credit_card",0.3,0.55,15.5489
"18368","default","debt_consolidation",11.39,0.5,6.48229
"39200","paid off","debt_consolidation",17.45,0.6,5.96479
"3101","default","credit_card",14.13,0.6,12.4087
"30728","paid off","credit_card",7.12,0.75,1.60446
"33758","paid off","debt_consolidation",15.76,0.65,10.4998
"3976","default","debt_consolidation",21.47,0.45,9.42887
"26493","paid off","debt_consolidation",15.14,0.4,5.52168
"16987","default","debt_consolidation",11.71,0.45,4.49973
"29988","paid off","debt_consolidation",20.16,0.6,7.33222
"40259","paid off","debt_consolidation",17.38,0.6,13.8
"11748","default","debt_consolidation",16.94,0.65,11.0955
"26682","paid off","debt_consolidation",19.79,0.65,10.8112
"17436","default","debt_consolidation",33.64,0.55,10.9197
"33477","paid off","debt_consolidation",13.93,0.45,10.0466
"40575","paid off","home_improvement",13.77,0.6,8.9548
"76","default","small_business",21.99,0.45,5.77647
"15010","default","credit_card",30.12,0.4,10.6308
"28166","paid off","debt_consolidation",19.66,0.4,8.77257
"7653","default","debt_consolidation",24.26,0.3,8.23328
"2064","default","small_business",17.91,0.3,8.87668
"36250","paid off","debt_consolidation",8.24,0.25,9.70862
"22628","default","debt_consolidation",22.73,0.55,13.081
"3295","default","debt_consolidation",14.34,0.45,6.96979
"42328","paid off","credit_card",13.29,0.5,9.26699
"27202","paid off","medical",5.7,0.65,4.6365
"923","default","debt_consolidation",8,0.5,2.49527
"38637","paid off","debt_consolidation",11.91,0.5,7.25104
"23659","paid off","debt_consolidation",13.22,0.5,4.68808
"26390","paid off","debt_consolidation",4.02,0.6,9.2925
"36753","paid off","credit_card",11.25,0.45,6.09218
"25306","paid off","debt_consolidation",21.22,0.65,7.107
"40624","paid off","other",5.71,0.5,2.42176
"29674","paid off","debt_consolidation",18.62,0.5,1.98864
"44000","paid off","debt_consolidation",14.7,0.6,7.6185
"31730","paid off","debt_consolidation",21.36,0.45,5.0904
"20396","default","debt_consolidation",15.21,0.55,4.4456
"45139","paid off","debt_consolidation",23.42,0.5,10.3467
"38960","paid off","debt_consolidation",11.27,0.65,6.4573
"17164","default","credit_card",15.36,0.3,2.73776
"33229","paid off","other",11.02,0.5,2.5296
"720","default","debt_consolidation",18.87,0.45,9.978
"40974","paid off","debt_consolidation",15.45,0.3,2.22068
"35387","paid off","debt_consolidation",12.56,0.55,11.9075
"35467","paid off","other",21.45,0.55,20.0958
"23232","paid off","debt_consolidation",18.17,0.55,7.67771
"36055","paid off","debt_consolidation",19.07,0.65,3.57124
"39651","paid off","debt_consolidation",13.63,0.5,9.14667
"11942","default","debt_consolidation",10.86,0.4,2.87052
"25471","paid off","debt_consolidation",5.25,0.5,11.9741
"26675","paid off","debt_consolidation",9.47,0.65,13.7862
"6873","default","debt_consolidation",16.43,0.45,4.8645
"23016","default","home_improvement",4.77,0.7,9.23643
"933","default","major_purchase",20.59,0.15,3.02632
"29876","paid off","debt_consolidation",11.72,0.65,3.31556
"46018","paid off","credit_card",21.68,0.45,9.95413
"25532","paid off","debt_consolidation",17.33,0.6,15.1662
"37337","paid off","other",2.19,0.55,7.3536
"16988","default","other",34.92,0.45,5.5708
"43635","paid off","debt_consolidation",19.5,0.35,4.821
"44992","paid off","credit_card",16.78,0.3,3.56562
"33877","paid off","credit_card",10.37,0.5,4.27182
"32070","paid off","credit_card",18.39,0.75,17.1468
"4790","default","home_improvement",11.35,0.5,6.99118
"29503","paid off","debt_consolidation",9.76,0.55,3.47208
"33196","paid off","debt_consolidation",10.91,0.55,2.24323
"12346","default","debt_consolidation",15.98,0.4,4.05889
"41688","paid off","debt_consolidation",22.47,0.4,16.6965
"40876","paid off","debt_consolidation",21.03,0.55,9.88141
"4175","default","credit_card",19.23,0.4,9.79512
"38423","paid off","debt_consolidation",9.67,0.6,7.69995
"1197","default","debt_consolidation",18.89,0.2,6.28527
"16011","default","other",26.44,0.3,6.31791
"13233","default","credit_card",20.59,0.75,8.4
"5142","default","other",5.91,0.45,2.09875
"19271","default","home_improvement",5.93,0.75,11.2803
"9586","default","debt_consolidation",11.27,0.4,7.19626
"29827","paid off","debt_consolidation",10.75,0.5,8.60911
"16328","default","debt_consolidation",22.53,0.3,16.5819
"25949","paid off","major_purchase",20.94,0.6,0.754103
"27201","paid off","credit_card",24.61,0.6,5.0192
"22051","default","debt_consolidation",11.67,0.65,10.1295
"10405","default","credit_card",19.92,0.25,7.85123
"45725","paid off","debt_consolidation",25.14,0.6,8.891
"43576","paid off","debt_consolidation",25.9,0.65,4.76892
"4090","default","debt_consolidation",24.46,0.4,11.9961
"2762","default","debt_consolidation",22.81,0.4,9.45409
"21197","default","debt_consolidation",19.35,0.4,11.4936
"36402","paid off","debt_consolidation",13.22,0.7,4.69577
"16669","default","home_improvement",7.36,0.55,14.8262
"35832","paid off","debt_consolidation",6.83,0.5,6.2592
"25795","paid off","debt_consolidation",22.25,0.55,10.0816
"43352","paid off","debt_consolidation",2.24,0.7,5.0806
"29602","paid off","debt_consolidation",8.76,0.4,5.46773
"29650","paid off","debt_consolidation",18.76,0.7,7.07912
"22668","default","debt_consolidation",21.2,0.5,7.9704
"1628","default","other",12.9,0.35,2.59467
"38265","paid off","debt_consolidation",18.13,0.5,7.36767
"38837","paid off","other",10.19,0.45,3.24657
"768","default","other",8.02,0.5,4.36133
"29675","paid off","debt_consolidation",27.21,0.55,12.4265
"26663","paid off","debt_consolidation",30.33,0.4,8.66034
"45887","paid off","debt_consolidation",14.24,0.65,12.3872
"45334","paid off","debt_consolidation",14.52,0.4,5.89215
"41167","paid off","credit_card",17.53,0.3,4.72033
"3886","default","other",16.41,0.4,11.0357
"40381","paid off","debt_consolidation",28.1,0.5,7.4172
"21527","default","other",18.22,0.45,13.5774
"20910","default","debt_consolidation",22.14,0.55,4.83803
"32352","paid off","debt_consolidation",22.99,0.5,14.1674
"650","default","debt_consolidation",22.34,0.4,5.28104
"17846","default","other",17.47,0.5,9.15707
"14550","default","credit_card",19.29,0.55,12.1491
"23733","paid off","debt_consolidation",8.75,0.55,6.23505
"7371","default","debt_consolidation",25.43,0.5,8.41452
"44709","paid off","credit_card",18.59,0.6,14.8939
"10020","default","credit_card",20.84,0.3,9.05389
"10917","default","home_improvement",13.56,0.6,10.0865
"20984","default","other",20.19,0.4,7.20524
"4358","default","debt_consolidation",0.57,0.55,6.5826
"44948","paid off","credit_card",7.46,0.7,4.54507
"10485","default","small_business",9.35,0.5,7.92831
"44490","paid off","major_purchase",6.5,0.6,1.26557
"12730","default","major_purchase",14.73,0.45,3.22422
"39741","paid off","debt_consolidation",29.12,0.5,8.35413
"17704","default","credit_card",20.19,0.55,13.6161
"30757","paid off","debt_consolidation",11.69,0.55,5.39491
"2574","default","credit_card",7.02,0.6,2.38701
"9015","default","credit_card",11.46,0.6,5.93632
"17322","default","credit_card",18.23,0.4,12.4207
"7358","default","debt_consolidation",17.15,0.5,19.6531
"24924","paid off","other",2.94,0.7,2.37529
"24589","paid off","debt_consolidation",10.74,0.4,13.0015
"13362","default","debt_consolidation",10.51,0.5,2.6208
"39288","paid off","debt_consolidation",27.96,0.5,17.5794
"22510","default","major_purchase",28.26,0.25,4.22686
"31067","paid off","major_purchase",5.9,0.7,1.9802
"27960","paid off","home_improvement",17.98,0.45,7.4172
"37765","paid off","debt_consolidation",14.08,0.7,3.46407
"19812","default","debt_consolidation",18.13,0.25,15.7643
"25648","paid off","debt_consolidation",4.04,0.7,8.25111
"5544","default","debt_consolidation",20.64,0.45,2.5209
"2417","default","debt_consolidation",20.34,0.55,3.6144
"45730","paid off","credit_card",12.44,0.6,9.98385
"29312","paid off","debt_consolidation",22.76,0.45,7.3012
"38732","paid off","major_purchase",7.78,0.75,3.2377
"25869","paid off","debt_consolidation",15.94,0.6,8.87314
"25757","paid off","debt_consolidation",16.74,0.45,1.01902
"35062","paid off","debt_consolidation",15.77,0.45,5.29094
"23491","paid off","credit_card",21.63,0.6,5.29359
"11691","default","medical",19.29,0.35,5.12366
"44089","paid off","credit_card",5.74,0.55,12.7526
"6712","default","debt_consolidation",24.43,0.25,12.5909
"10319","default","debt_consolidation",27.95,0.45,15.1057
"1371","default","major_purchase",6.82,0.5,1.51006
"16228","default","other",24.85,0.25,4.67215
"2842","default","debt_consolidation",0.87,0.4,12.8088
"1854","default","debt_consolidation",20.52,0.55,9.2973
"26801","paid off","credit_card",18.58,0.4,12.6501
"10599","default","debt_consolidation",16.53,0.45,11.6121
"38041","paid off","credit_card",19.08,0.45,12.9813
"10422","default","debt_consolidation",8.5,0.5,10.945
"30252","paid off","debt_consolidation",16.92,0.4,7.15558
"3242","default","small_business",21.22,0.45,2.34408
"21644","default","small_business",24.46,0.3,5.36358
"12125","default","debt_consolidation",11.21,0.6,4.91548
"40246","paid off","other",17.68,0.75,7.4672
"7138","default","debt_consolidation",34.57,0.4,11.9558
"19956","default","credit_card",22.66,0.3,20.6968
"21302","default","credit_card",15.7,0.45,9.2592
"17040","default","major_purchase",8.3,0.7,4.5284
"17931","default","debt_consolidation",17.51,0.4,13.257
"22405","default","debt_consolidation",10.64,0.45,3.74066
"35828","paid off","debt_consolidation",28.56,0.7,3.4544
"34115","paid off","credit_card",20.72,0.55,12.2883
"4366","default","small_business",9.21,0.35,5.78486
"7823","default","debt_consolidation",22.55,0.4,13.4065
"15826","default","debt_consolidation",9.04,0.25,3.06084
"19313","default","small_business",8.46,0.4,4.22954
"23364","paid off","debt_consolidation",11.67,0.6,9.58586
"8961","default","debt_consolidation",19.74,0.4,7.8378
"35875","paid off","debt_consolidation",16.5,0.6,6.00571
"26517","paid off","debt_consolidation",21.34,0.65,10.621
"22417","default","credit_card",22.71,0.5,4.10744
"31196","paid off","other",15.75,0.5,13.6671
"40280","paid off","debt_consolidation",24.61,0.5,14.8086
"1993","default","major_purchase",5.03,0.45,3.39878
"20498","default","debt_consolidation",12.75,0.55,14.658
"9577","default","debt_consolidation",28.12,0.4,11.3952
"35691","paid off","debt_consolidation",7.05,0.5,5.5572
"28535","paid off","debt_consolidation",12.15,0.7,3.13063
"4953","default","major_purchase",24.07,0.45,4.08879
"38171","paid off","debt_consolidation",18.63,0.65,4.33004
"6260","default","credit_card",10.82,0.5,13.1585
"10909","default","home_improvement",7.98,0.6,10.1246
"5823","default","major_purchase",9.13,0.75,6.14727
"21669","default","home_improvement",5.21,0.55,5.21427
"33833","paid off","credit_card",15.63,0.55,3.54802
"29635","paid off","debt_consolidation",7.58,0.65,5.38191
"28267","paid off","debt_consolidation",14.76,0.65,4.9908
"24287","paid off","credit_card",23.84,0.45,5.58326
"10729","default","other",15.17,0.6,5.9234
"14938","default","debt_consolidation",16.95,0.45,8.24284
"9443","default","debt_consolidation",20,0.5,12.8559
"45204","paid off","debt_consolidation",3.64,0.35,1.8606
"23128","default","debt_consolidation",18.09,0.35,14.6853
"38868","paid off","credit_card",8.15,0.4,6.6307
"10258","default","debt_consolidation",29.93,0.55,14.981
"33735","paid off","debt_consolidation",29.28,0.65,6.94585
"7804","default","debt_consolidation",8.52,0.55,6.74929
"2325","default","debt_consolidation",7.86,0.4,11.5824
"42574","paid off","credit_card",9.36,0.7,4.37287
"202","default","debt_consolidation",20.75,0.6,4.35567
"13306","default","other",19.51,0.35,12.2538
"18268","default","debt_consolidation",15.52,0.45,7.80777
"12703","default","debt_consolidation",8.05,0.4,14.7625
"33995","paid off","home_improvement",1.12,0.6,3.62458
"35152","paid off","debt_consolidation",19.58,0.6,13.8194
"9895","default","debt_consolidation",2.61,0.4,12.7338
"28956","paid off","debt_consolidation",21.35,0.65,11.0872
"21107","default","debt_consolidation",23.04,0.3,9.68032
"41368","paid off","debt_consolidation",14.32,0.5,12.2402
"36780","paid off","debt_consolidation",17.33,0.55,5.66236
"23764","paid off","debt_consolidation",12.28,0.5,7.82267
"20445","default","debt_consolidation",27.2,0.4,12.5722
"29069","paid off","home_improvement",1.74,0.65,3.4288
"6898","default","credit_card",7.36,0.6,8.07812
"38391","paid off","small_business",17.38,0.6,7.91596
"31558","paid off","debt_consolidation",26.22,0.65,2.70556
"19613","default","debt_consolidation",16.19,0.45,7.5382
"10364","default","debt_consolidation",16.53,0.5,7.3354
"32530","paid off","credit_card",19.6,0.35,13.112
"26865","paid off","debt_consolidation",23.03,0.4,15.3235
"43058","paid off","debt_consolidation",20.87,0.7,12.5027
"23796","paid off","debt_consolidation",17.39,0.5,6.43807
"35632","paid off","debt_consolidation",12.93,0.5,8.81718
"25223","paid off","credit_card",12.88,0.5,9.05658
"32616","paid off","debt_consolidation",13.9,0.55,9.10311
"1054","default","other",13.25,0.35,5.501
"31330","paid off","credit_card",22.72,0.45,9.3986
"7465","default","debt_consolidation",12.89,0.3,14.8979
"2787","default","major_purchase",26,0.3,5.42802
"38464","paid off","home_improvement",4.34,0.6,1.78756
"6474","default","debt_consolidation",20.53,0.5,2.30659
"11178","default","debt_consolidation",16.51,0.35,1.358
"18505","default","debt_consolidation",16.75,0.3,8.88293
"35293","paid off","debt_consolidation",8.64,0.75,8.5704
"22462","default","home_improvement",13.39,0.6,15.6576
"26821","paid off","major_purchase",0,0.7,13.3081
"7893","default","credit_card",33.43,0.5,18.9637
"20762","default","credit_card",3.51,0.45,6.66134
"45181","paid off","major_purchase",0,0.7,2.84067
"37860","paid off","debt_consolidation",12.31,0.2,10.4351
"15729","default","other",25.44,0.55,2.43356
"36624","paid off","debt_consolidation",25.14,0.6,5.726
"22082","default","credit_card",22.15,0.5,13.3537
"12438","default","debt_consolidation",26.08,0.45,8.53735
"43475","paid off","debt_consolidation",19.65,0.35,2.24648
"36975","paid off","credit_card",11.13,0.7,12.4556
"22102","default","other",31.83,0.4,14.87
"46166","paid off","credit_card",19.14,0.55,9.95032
"11771","default","debt_consolidation",12.62,0.35,14.1607
"21710","default","debt_consolidation",17.13,0.65,13.4878
"31305","paid off","debt_consolidation",23.25,0.4,13.533
"35316","paid off","major_purchase",22.98,0.45,8.15107
"20309","default","other",18.24,0.65,10.0394
"13424","default","debt_consolidation",8.95,0.3,3.81326
"1865","default","medical",9.02,0.6,11.3273
"14552","default","debt_consolidation",6.73,0.4,5.84765
"42470","paid off","home_improvement",1.97,0.7,2.25576
"8536","default","debt_consolidation",10.63,0.4,12.7286
"29949","paid off","debt_consolidation",8.93,0.55,9.8916
"7827","default","debt_consolidation",26.05,0.45,13.845
"44426","paid off","debt_consolidation",20,0.5,13.1036
"1731","default","other",20.52,0.5,6.06973
"33124","paid off","debt_consolidation",23.12,0.6,7.99247
"16565","default","debt_consolidation",26.34,0.6,8.25032
"44435","paid off","other",17.58,0.55,4.07708
"20402","default","debt_consolidation",15.64,0.25,4.01
"29464","paid off","debt_consolidation",7.7,0.85,6.38566
"37081","paid off","debt_consolidation",12.09,0.6,8.9916
"15536","default","debt_consolidation",31.56,0.4,10.857
"15064","default","credit_card",32.21,0.35,14.7068
"6271","default","debt_consolidation",14,0.6,9.19835
"10439","default","debt_consolidation",26.31,0.3,8.42788
"23367","paid off","credit_card",13.92,0.5,13.4874
"14497","default","debt_consolidation",7.25,0.55,11.6058
"28693","paid off","debt_consolidation",18.12,0.5,7.12357
"30934","paid off","credit_card",14.65,0.6,4.48293
"45203","paid off","debt_consolidation",21.34,0.5,15.0946
"40652","paid off","debt_consolidation",9.43,0.5,7.12787
"33398","paid off","major_purchase",4.26,0.35,7.18144
"8133","default","debt_consolidation",21.91,0.45,5.18131
"27832","paid off","debt_consolidation",6.09,0.6,11.0204
"40328","paid off","small_business",18.04,0.6,8.56911
"1395","default","debt_consolidation",24.71,0.4,5.30857
"5762","default","debt_consolidation",21.32,0.45,2.19333
"18149","default","home_improvement",20.48,0.5,10.006
"15928","default","debt_consolidation",9.7,0.5,8.035
"39950","paid off","credit_card",9.21,0.65,17.2991
"715","default","debt_consolidation",8.93,0.5,4.62444
"5536","default","medical",17.46,0.35,3.66406
"212","default","small_business",24.27,0.45,6.61533
"6410","default","debt_consolidation",17.69,0.4,8.80291
"18447","default","medical",29.2,0.5,20.4267
"19434","default","debt_consolidation",14,0.3,8.73077
"19273","default","debt_consolidation",28.23,0.7,9.5262
"5625","default","debt_consolidation",18.42,0.65,3.29341
"1580","default","other",20.48,0.45,8.50816
"7919","default","debt_consolidation",7.38,0.45,12.4959
"4077","default","medical",7.8,0.65,8
"27266","paid off","debt_consolidation",23.05,0.5,12.855
"43231","paid off","debt_consolidation",23.45,0.6,16.426
"37044","paid off","credit_card",23.69,0.6,3.53407
"2179","default","debt_consolidation",7.09,0.4,10.643
"35080","paid off","other",0.98,0.75,5.90352
"5902","default","debt_consolidation",29.04,0.6,6.39156
"16576","default","debt_consolidation",12.72,0.4,13.2974
"17316","default","debt_consolidation",2.98,0.6,5.05886
"11307","default","home_improvement",13.75,0.3,2.0232
"19585","default","debt_consolidation",19.71,0.4,12.7067
"3920","default","debt_consolidation",21.89,0.7,12.0907
"19694","default","home_improvement",11.89,0.4,12.0084
"16100","default","small_business",9.6,0.55,15.3777
"44010","paid off","debt_consolidation",21.14,0.55,17.5579
"17857","default","other",31.59,0.3,1.89844
"42807","paid off","debt_consolidation",20.46,0.65,9.65
"17466","default","debt_consolidation",18.39,0.3,16.5651
"7208","default","debt_consolidation",18.49,0.4,9.218
"6191","default","debt_consolidation",5.98,0.35,8.139
"41937","paid off","credit_card",7.16,0.85,10.0486
"9212","default","debt_consolidation",6.17,0.4,8.95749
"15752","default","debt_consolidation",29.22,0.5,13.3009
"10124","default","debt_consolidation",29.36,0.35,19.6212
"41456","paid off","credit_card",20.57,0.55,5.6235
"19428","default","debt_consolidation",15.61,0.6,10.9877
"19067","default","credit_card",24.37,0.35,7.108
"3175","default","debt_consolidation",9.5,0.5,4.2877
"33745","paid off","other",13.74,0.4,6.1784
"29030","paid off","credit_card",19.78,0.6,6.45402
"23806","paid off","other",4.93,0.55,5.65533
"7303","default","home_improvement",13.3,0.7,0.784535
"6470","default","debt_consolidation",20.6,0.5,13.3895
"39933","paid off","debt_consolidation",9.54,0.4,4.69369
"22614","default","other",14.44,0.4,12.1419
"40176","paid off","other",14.07,0.5,2.24488
"45623","paid off","debt_consolidation",17.62,0.35,13.2326
"11323","default","credit_card",12.42,0.4,7.16619
"41853","paid off","credit_card",15.32,0.7,4.89
"35913","paid off","credit_card",9.35,0.6,9.79761
"9548","default","debt_consolidation",12.87,0.45,7.45493
"861","default","other",22.05,0.5,11.4621
"32028","paid off","debt_consolidation",14.22,0.35,1.03816
"28250","paid off","other",14.76,0.4,5.2072
"22596","default","home_improvement",22.89,0.45,7.55321
"34052","paid off","credit_card",17.06,0.45,10.2216
"40236","paid off","credit_card",8.57,0.4,8.31862
"29057","paid off","debt_consolidation",34.53,0.45,14.3311
"38102","paid off","debt_consolidation",27.84,0.4,12.5015
"38502","paid off","debt_consolidation",8.6,0.6,4.23948
"33319","paid off","debt_consolidation",18.04,0.65,5.86594
"18829","default","major_purchase",15.87,0.6,4.07643
"37352","paid off","other",5.18,0.4,4.10828
"36848","paid off","credit_card",1.66,0.55,2.54748
"17056","default","debt_consolidation",7.7,0.4,8.31669
"24644","paid off","debt_consolidation",13.46,0.45,3.47365
"44394","paid off","debt_consolidation",16.02,0.45,3.53712
"36533","paid off","credit_card",6.85,0.6,2.8902
"35508","paid off","home_improvement",8.37,0.5,4.76248
"5585","default","debt_consolidation",10.52,0.5,13.1216
"33347","paid off","other",21.26,0.45,2.99328
"33206","paid off","other",22.14,0.55,6.70643
"22737","default","debt_consolidation",19.35,0.45,9.1665
"7155","default","debt_consolidation",32.63,0.25,8.66171
"45576","paid off","credit_card",10.27,0.6,12.5587
"13685","default","debt_consolidation",29.26,0.4,11.452
"33069","paid off","debt_consolidation",11.98,0.25,1.64263
"20791","default","debt_consolidation",7.35,0.45,8.98276
"23854","paid off","debt_consolidation",17.09,0.65,5.58664
"10700","default","debt_consolidation",12.43,0.3,6.88085
"9812","default","debt_consolidation",11.48,0.45,11.0628
"40550","paid off","credit_card",28.97,0.6,9.6486
"32078","paid off","debt_consolidation",22.39,0.45,3.3904
"7573","default","debt_consolidation",26.98,0.35,7.26861
"20496","default","debt_consolidation",17.6,0.4,4.854
"33141","paid off","credit_card",11.47,0.4,6.98606
"14609","default","credit_card",19.76,0.75,10.9663
"8944","default","debt_consolidation",15.69,0.65,13.1335
"27493","paid off","debt_consolidation",15.03,0.35,5.28103
"13668","default","debt_consolidation",22.66,0.5,8.23102
"43222","paid off","debt_consolidation",18.74,0.5,7.05687
"12327","default","debt_consolidation",19.84,0.75,4.84523
"4128","default","major_purchase",3.64,0.6,5.46247
"11547","default","debt_consolidation",25.77,0.5,14.9625
"6377","default","other",24.57,0.45,0.8355
"12612","default","credit_card",14.14,0.7,12.477
"16292","default","debt_consolidation",21.21,0.6,9.38497
"29608","paid off","debt_consolidation",13.77,0.6,1.37842
"27087","paid off","debt_consolidation",17.68,0.5,10.5069
"3414","default","debt_consolidation",12.65,0.6,16.8171
"19642","default","debt_consolidation",20.21,0.4,15.7296
"38723","paid off","debt_consolidation",21.95,0.45,8.96587
"9154","default","debt_consolidation",25.08,0.4,4.06857
"17722","default","other",29.48,0.5,11.5742
"43623","paid off","credit_card",5.76,0.5,4.71384
"28178","paid off","debt_consolidation",19.22,0.55,8.699
"42376","paid off","debt_consolidation",16.36,0.55,4.04865
"33057","paid off","debt_consolidation",17.47,0.2,8.81556
"20062","default","debt_consolidation",17.37,0.3,3.56023
"31008","paid off","major_purchase",16.62,0.55,7.698
"41597","paid off","credit_card",20.25,0.55,4.39633
"21403","default","other",27.46,0.5,5.55938
"40774","paid off","debt_consolidation",8.22,0.65,9.61125
"38538","paid off","debt_consolidation",30.05,0.8,7.8656
"26858","paid off","debt_consolidation",31.13,0.5,13.0705
"27915","paid off","debt_consolidation",4.98,0.7,2.12145
"14301","default","debt_consolidation",22.56,0.5,10.1393
"36340","paid off","debt_consolidation",23.64,0.45,5.6482
"16824","default","credit_card",15.28,0.55,3.4446
"8038","default","other",12.1,0.5,5.30554
"26726","paid off","debt_consolidation",18.72,0.45,10.9294
"31399","paid off","credit_card",12.94,0.4,3.101
"14999","default","other",15.4,0.5,13.4658
"16816","default","other",17.65,0.25,7.94132
"16857","default","other",8.77,0.45,1.316
"34039","paid off","debt_consolidation",14.4,0.65,7.42154
"12267","default","credit_card",24.36,0.35,10.9352
"20032","default","home_improvement",17.17,0.4,10.0025
"22528","default","debt_consolidation",24.85,0.45,12.127
"44652","paid off","debt_consolidation",26.31,0.3,16.138
"18491","default","other",32.55,0.3,4.67438
"13125","default","debt_consolidation",6.08,0.65,13.0424
"23581","paid off","debt_consolidation",21.31,0.45,5.16615
"15740","default","small_business",34.78,0.4,4.23672
"15655","default","debt_consolidation",22.8,0.55,12.8835
"41664","paid off","debt_consolidation",28.02,0.55,10.185
"20796","default","debt_consolidation",12.25,0.55,21.9032
"33832","paid off","credit_card",16.28,0.35,4.46801
"16249","default","debt_consolidation",28.68,0.35,11.2962
"41670","paid off","debt_consolidation",18.6,0.4,2.74891
"5923","default","debt_consolidation",25.4,0.4,12.4293
"4635","default","debt_consolidation",24.47,0.2,2.98144
"10111","default","credit_card",13.65,0.65,8.43959
"43418","paid off","other",21.1,0.5,8.71725
"26112","paid off","home_improvement",8.72,0.4,6.19162
"34522","paid off","debt_consolidation",11.99,0.5,11.4969
"34482","paid off","other",13.41,0.45,5.70276
"39163","paid off","debt_consolidation",16.91,0.3,5.6906
"12494","default","debt_consolidation",28.5,0.55,19.3608
"1999","default","debt_consolidation",11.6,0.3,3.499
"3556","default","debt_consolidation",9.76,0.25,5.97328
"746","default","debt_consolidation",5.63,0.45,6.94685
"31046","paid off","credit_card",13.81,0.5,6.49293
"32113","paid off","other",21.08,0.65,0.775705
"39279","paid off","debt_consolidation",19.68,0.45,8.70034
"7180","default","debt_consolidation",23.55,0.55,4.74686
"31291","paid off","debt_consolidation",16.36,0.45,5.93782
"15705","default","debt_consolidation",18.58,0.3,7.10463
"13763","default","debt_consolidation",2.97,0.5,4.92684
"11109","default","debt_consolidation",22.33,0.35,9.32139
"40951","paid off","debt_consolidation",11.41,0.75,3.19356
"25194","paid off","major_purchase",24.97,0.7,3.33667
"24226","paid off","credit_card",14.22,0.45,4.83711
"34538","paid off","debt_consolidation",29.18,0.65,10.5409
"30731","paid off","debt_consolidation",22.15,0.25,14.1308
"1666","default","debt_consolidation",24.39,0.75,10.1793
"15757","default","debt_consolidation",32.11,0.35,12.7207
"2310","default","debt_consolidation",5.44,0.5,1.93447
"35340","paid off","debt_consolidation",23.96,0.55,9.11853
"27899","paid off","debt_consolidation",3.96,0.65,0.555785
"45421","paid off","debt_consolidation",13.68,0.5,4.54705
"2928","default","debt_consolidation",10.89,0.45,11.3325
"43349","paid off","debt_consolidation",10.09,0.45,11.5409
"14142","default","credit_card",11.19,0.65,4.56979
"4981","default","home_improvement",23.52,0.45,8.95133
"7423","default","debt_consolidation",13.88,0.4,10.3071
"30496","paid off","small_business",8.71,0.6,1.99824
"287","default","debt_consolidation",6.38,0.55,10.2065
"10190","default","debt_consolidation",8.69,0.5,14.2205
"12311","default","credit_card",27.28,0.5,5.97196
"23463","paid off","debt_consolidation",14.11,0.45,1.65782
"45523","paid off","debt_consolidation",8.84,0.6,6.60946
"19491","default","debt_consolidation",14.23,0.45,11.0121
"2794","default","small_business",2.71,0.7,4.45348
