RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05
San Bernardino,CA,Riverside,6,71,101300,101900,102500,103100,103700,104000,104200,104300,104300,104600,105200,105400,105200,105000,104900,104700,104800,105200,105500,105600,106000,106700,107600,108300,108900,109500,110100,110500,110700,111000,111600,112200,113100,114100,115100,116000,116600,117100,117500,118000,118400,119000,119600,120400,121100,122000,123200,124500,125300,126200,127100,128000,128700,129700,130500,131400,132800,134500,135700,136800,138200,139800,141200,142000,142700,143800,145300,146800,148000,149400,151000,152300,153800,155700,157700,159900,162300,164800,167600,170300,172600,174800,177300,180100,183100,185700,188400,191600,195100,198600,202300,206800,212000,217700,223500,229700,236300,243700,252100,260800,268900,275800,281900,287700,293200,298100,303100,308500,314100,319600,325100,331100,337400,343900,350300,356900,362300,366800,370800,374500,377400,379200,379900,379900,379500,378300,377100,375700,373600,371000,368600,366400,364300,361700,357900,353600,349600,345300,340200,333800,327100,321000,314300,305400,295200,285100,276100,268000,260000,251700,243600,235700,229100,223300,218000,212600,207600,203300,199900,196800,193800,191400,189700,188700,188000,187500,187500,187500,187600,187600,187000,185700,184800,184400,183800,183100,182500,181600,180400,179100,177700,176600,175500,174000,172700,172100,171800,171800,171700,171700,171800,172400,173400,174500,175800,177600,179400,181200,183100,185200,187500,189800,192100,195100,199000,203000,207400,212700,218000,222700,227000,230800,233700,236200,238900,242400,246500,249600,251600,252900,253900,254300,254800,255800,257100,258300,259600,261100,262400,263400
Clark,NV,Las Vegas,32,3,124200,123800,123300,123100,123000,123000,123300,123600,124100,124800,125300,125800,126100,126200,126100,126000,126000,126100,126300,126500,126600,126900,127300,127400,127400,127300,127800,128700,129500,129900,130200,130200,130000,130200,130600,131100,131400,131800,131900,131900,132200,132800,133400,134100,134800,135400,136000,136700,137300,137600,137800,138000,138500,139200,139900,140600,141400,142300,143000,143700,144300,144900,145500,146100,146700,147500,148400,149700,151100,152400,153300,154000,154600,155100,155700,156100,156700,157500,158600,160000,161500,162900,164200,165400,166600,167900,169200,170800,173200,176200,179300,183000,187700,193000,199100,207100,216700,227700,239700,251100,260100,266700,272300,276300,278200,279000,280200,281700,283400,285000,286600,288400,290400,292600,294800,297300,300000,302300,304100,305200,305700,305800,305400,304900,304100,302900,301500,300000,298200,296200,294000,291400,288500,286000,283500,281000,278200,274800,271200,267500,263000,258000,252500,246700,240300,233700,227200,221000,215000,209500,203800,197000,191000,187100,183300,178300,172800,167000,160900,155100,150300,146800,144100,142400,141300,140300,139300,138700,138100,137300,136000,134700,133400,132200,131100,130000,129000,127700,125800,123900,122200,121000,119600,118600,117900,117000,116100,115600,115200,114700,114700,115400,116300,117300,118600,120400,122500,124300,126200,128400,130400,132400,135100,138400,141500,144400,148000,152000,155900,159600,163100,165800,167800,169400,170700,172200,174400,176600,178200,179000,179800,180900,181900,182800,183600,184600,185500,186000,186700,187700
King,WA,Seattle,53,33,165600,165300,165200,165300,165400,165600,166300,167500,168400,169300,170500,171900,173200,174600,176000,177600,179400,181200,182500,184000,186000,187800,189500,191300,193300,195300,197600,199800,201800,203900,205700,206800,207900,209300,210700,212200,214000,215800,217700,219300,221000,222700,224700,226700,229100,231300,232900,233900,235200,236600,238000,239400,240500,241800,243200,244400,245400,246500,247500,248400,249100,249400,249700,250800,252000,252900,254000,255400,256500,257500,258500,259400,260600,262000,263300,264500,265900,267300,268400,269100,269700,270600,272100,273400,274100,274600,275500,276400,277300,278200,279500,281300,283500,286200,289400,292700,296100,299600,302800,305500,307800,310100,313100,317200,321600,325300,329000,333200,338200,343500,348800,353900,359100,364500,369500,374100,378700,383200,387600,392100,396500,400600,404400,407700,411100,414800,418300,421200,423400,425600,427800,429600,430900,432100,433200,434200,434600,433500,431300,428400,425200,421900,418400,415100,411700,407400,403200,400300,397900,394900,390600,385800,381600,378200,374400,369800,365000,360700,357100,354400,352600,351800,351200,350900,350600,350800,350900,350300,349100,347800,345800,342800,339900,337200,334700,332700,330600,328100,325000,321600,318700,316900,315500,314100,312700,312000,312000,312200,311900,311600,312300,313600,315200,318000,322000,325300,327500,329600,332400,335900,339400,342800,347000,351600,356000,360700,366100,370700,374300,377500,380400,382600,385000,387900,389800,392100,395300,398100,400200,402000,403500,405100,407400,410700,413400,415400,417900,423200,429900,435200
Wayne,MI,Detroit,26,163,,93500,93800,94300,91500,86500,84000,84500,83900,82200,80300,79100,78600,78500,78600,78600,79100,79800,80300,80700,81200,81800,82100,81700,81100,80800,80600,80200,80100,80400,81000,81300,81700,82300,83200,84100,84900,85600,86700,87900,88900,89600,89800,89900,90300,90700,91300,92300,93000,93200,93100,93000,93400,94400,95000,95300,95600,95900,96600,97600,98200,98500,99000,99400,100100,101100,101900,102200,102200,102500,103100,103500,103800,103700,103500,103800,104400,104900,105100,105300,105600,106100,106700,107100,107500,108000,108200,108300,108500,108800,109100,109500,110000,110200,110000,109400,108900,108900,109600,110300,111000,111800,112200,112500,112900,113100,113100,113300,113300,113200,113100,113100,112800,112400,112200,112000,111600,111100,110400,109800,109500,109100,108900,108800,108700,108300,108000,107800,107700,107100,106300,105800,105200,104100,102800,102000,101300,100600,99800,98400,96800,95600,94300,92900,91800,90700,88900,87000,85400,84100,82400,80600,78500,76800,75800,74600,73400,72600,71600,69600,67400,65500,63800,62600,61800,61200,60700,60400,60100,59400,58700,57800,56900,56300,55500,54600,53700,52800,51600,50700,49800,49000,48300,47800,47300,47000,46800,46600,46500,46500,46600,46700,46800,47000,47500,48200,48800,48500,49000,50300,51400,51800,52300,52700,53100,53100,52900,53400,53900,54100,54100,54300,54800,55500,56600,57200,57300,57100,56900,56900,57300,57700,58200,58500,58300,58000,57300,56500,55800,55400
Tarrant,TX,Dallas-Fort Worth,48,439,,,,,,,,,,90100,90100,90100,90000,89900,90000,90200,90400,90800,91400,92000,92600,93000,93200,93600,93900,94100,94300,94300,94300,94300,94300,94400,94600,95000,95600,96000,96700,97400,97900,98400,99100,99900,100700,101500,102100,102600,103000,103100,103100,102900,103000,103200,103300,103400,103700,103800,103900,104300,104800,105000,105600,106500,107300,107800,108200,108800,109300,109900,110600,111200,111700,112200,112600,113000,113200,113400,113600,113700,113900,114300,114700,114700,114800,115200,115500,115600,115800,116300,116900,117300,117700,118200,118800,119500,120500,121600,122700,123600,124500,125100,125800,126500,127200,127700,128000,128300,128600,128900,129100,129400,129700,129900,130000,130100,130100,130000,130100,130600,131100,131400,131700,132400,133000,133400,133700,134000,134100,134100,134300,134500,134800,135100,135500,135700,135700,135900,136100,136100,136100,136500,136300,135200,133700,132300,130800,129400,128500,127800,127100,126400,125800,125200,124900,124500,124100,123600,123000,122300,121700,121300,121200,121300,121400,121200,121000,121100,121200,120900,120700,120600,120300,119900,119600,119300,119100,118700,118000,117300,116900,116800,116500,116100,115700,115400,115100,114900,114600,114400,114500,114700,114900,115200,115600,116000,116700,117300,117600,117900,118100,118400,118900,119300,119900,120700,121600,122300,123300,124600,125700,126300,126700,126800,127200,127700,128000,128400,129500,130800,131800,132500,133400,134100,134900,136300,137800,139200,140900,142700,144400,145800
Santa Clara,CA,San Jose,6,85,251600,252000,252400,253200,254100,255300,257000,259400,262300,265500,268500,271200,273900,276400,279700,284000,289100,293900,298500,303200,307800,311500,314600,317300,319900,323000,326400,329500,331700,333900,336900,339900,342600,345000,346600,347500,348900,351800,356200,362500,370100,378200,387000,396500,406100,416700,429000,442000,455300,468400,479300,487200,494300,501700,509800,517200,522800,526100,527400,526200,522500,517700,512000,505600,500500,496800,492200,485900,480500,478400,480000,485000,493000,502500,510900,517000,520100,521700,522900,523600,522800,521100,519200,518000,516600,514700,513800,515100,518700,522900,526600,530900,537500,546600,556100,563800,570500,578600,588500,599000,609100,617300,625000,633700,643800,653900,663600,673700,684000,693000,700400,707700,715000,721200,726600,731200,734800,737100,738800,740000,739900,738200,736500,735800,735100,734900,735600,737200,739700,743000,745500,747200,747700,747000,745200,742600,739100,735700,733200,731400,726900,718900,710400,702900,696000,688800,680000,669800,659600,650100,640500,629800,620400,613500,607200,599100,590900,584800,581000,579500,579900,581200,583300,586400,590000,593200,595600,597400,599500,602200,604700,605100,603700,601100,598200,594900,591200,586500,581500,577100,572900,569000,566500,565600,565500,566100,567900,570900,573100,575300,579200,584000,588000,593100,600400,609800,619500,628500,637300,646300,654500,662600,672000,682700,694600,708200,723200,736500,746400,755500,762200,766700,770600,774700,778100,784400,792900,801500,808800,813100,817200,822900,828800,834800,843000,852700,863000,873900,886600,898200
Broward,FL,Miami-Fort Lauderdale,12,11,87500,87600,87700,87600,87500,87400,87300,87100,87400,87800,88000,87900,87900,88100,88200,88300,88600,88900,89200,89500,89900,90500,91000,91400,91500,91500,91600,91700,91900,91900,92400,92800,93000,93400,94100,94600,95100,95600,95900,96500,97100,97700,98000,98300,98500,99100,100100,101100,101900,102900,104000,104900,105800,106800,107800,109100,110500,111900,113200,114400,115700,117300,118800,120300,121800,123300,124900,126200,127400,128800,130100,131500,132900,134100,135400,137000,138500,140200,142100,144000,146000,147600,149200,151100,153100,154900,156500,158100,160000,161800,164000,166500,168900,171000,173700,176700,179900,183500,187300,191500,196100,200700,205100,209900,215100,221000,227000,233000,239000,245700,252800,259600,266100,271900,276800,280800,283800,286100,288300,290000,291500,292700,292500,291300,289500,287800,286500,285200,283200,281400,279500,277200,274400,271100,267600,264300,260800,257100,253000,248500,243000,236000,228600,221100,213800,207300,201600,196500,191300,185600,180000,174300,169200,165900,163300,160100,156900,153600,151000,148900,147000,145200,143900,143600,144400,144600,144200,143800,143600,143100,142200,140800,139500,138400,137000,135800,134700,133700,133200,132900,132000,130900,129800,128800,128100,128200,128800,129700,130400,130900,131400,132100,133700,135500,136900,138000,139000,140300,141500,142600,144100,145600,147200,149100,151400,153500,155600,157900,160700,163400,165600,166900,168300,170300,172200,174100,176300,178000,179600,181300,182900,184300,185700,187100,187900,188500,189700,191000,192200,193500
New York,NY,New York,36,61,,,340200,332700,321900,310500,303000,297800,294500,293300,293000,291300,289300,288000,287400,289200,293000,297800,301800,304300,307200,310000,313900,318500,326700,331900,334300,337000,341400,344800,347300,349400,351000,354000,357700,361900,365200,367700,370100,375500,382000,389000,395100,400800,407000,413000,419100,425500,434200,445300,456700,468300,479900,490100,501100,511400,521400,530500,539100,546200,551500,553400,553100,552300,550200,548300,547700,547200,545700,542400,541500,542100,545300,547200,549100,550200,551100,551800,552200,552400,552700,553500,556000,558900,562400,564300,565700,566600,567500,568400,569100,569500,569700,570200,566900,563600,557500,557400,558400,566800,578700,593900,609100,624400,640300,656100,672700,691400,713900,739500,763800,785700,803800,821300,838500,855300,868900,882400,892200,899600,902700,903600,903700,901200,899000,898800,900700,906700,914900,923200,931000,937800,944400,950500,958300,967300,978000,986800,992500,995400,1000600,1006500,1014200,1020800,1028000,1033800,1041400,1045500,1045300,1037600,1027300,1016400,1004900,993700,983400,973800,964900,955700,945600,933800,923200,916900,913900,912400,911700,911500,912700,914600,917100,919300,922500,927700,935000,942500,948300,952400,954100,954300,953500,952500,950400,947200,944100,940000,938500,938600,940200,939800,939200,937300,936500,937500,940800,944100,947900,952200,956500,963600,971600,980900,989500,997600,1009000,1022300,1035100,1046300,1059200,1072900,1087400,1100800,1115300,1129300,1142900,1153400,1163200,1173200,1184700,1197400,1212100,1221300,1226000,1228400,1230000,1234700,1242000,1255900,1267300,1275500,1278800,1285700
Philadelphia,PA,Philadelphia,42,101,50600,50600,50400,50300,50300,50300,50300,50200,50400,50500,50500,50600,50700,50500,50500,50400,50300,50300,50300,50400,50400,50500,50800,51200,51400,51400,51400,51400,51400,51400,51400,51700,51800,51900,52200,52400,52500,52700,52800,52800,52900,53100,53200,53200,53400,53700,54000,54000,54100,54300,54500,54600,54700,54900,55200,55400,55400,55500,55700,55900,56200,56300,56400,56800,57200,57400,57900,58600,59300,59800,60300,60900,61500,61900,62500,63200,63700,64000,64500,65000,65600,66000,66400,66800,67400,68200,68900,69500,70200,71200,71900,72600,73500,74600,75700,76400,77200,78300,79500,80800,82200,83800,85600,87300,88700,90200,91800,93600,95300,97100,98900,100500,102000,103800,105400,106900,108400,109300,110000,111200,112700,114400,115700,116700,117400,117900,118300,118800,119000,119100,119500,120100,120600,120800,121300,122100,122700,122700,122200,121500,120800,120300,119900,119400,118900,118300,117500,117000,116700,116500,116300,116000,115900,116500,117100,117300,117200,116900,116700,116600,117000,117200,117300,117700,118600,119200,119000,118800,118800,118900,119200,118900,117800,116800,116100,115800,115300,114800,114600,114300,113600,112700,112000,111400,110900,110700,110400,109800,109200,109100,109000,108700,108300,107900,107200,106500,106100,105800,105600,105700,105600,105400,105400,105700,106200,106500,106700,107100,107200,107400,107800,108300,108900,109500,110100,110700,111600,112600,113200,113600,114200,115100,115900,116800,117500,117700,117800,117800,117700,117800
Alameda,CA,San Francisco,6,1,191900,192000,192100,192100,192300,192500,192800,193300,194100,195500,196900,197900,198800,199900,201000,202700,204900,207100,209000,211400,214200,217500,220500,222600,224100,225800,227700,229600,231300,232900,234700,236300,237800,239600,241700,243500,245300,247800,252200,258100,264400,270300,275800,281300,287000,293600,301300,309500,318100,326500,333900,340200,345800,351100,356600,362600,368100,372600,376500,380200,382600,382400,380300,378100,377000,377100,377800,378000,377200,376700,377600,379800,383400,389200,395600,401000,405300,409200,412800,416000,418900,421500,423200,424400,425500,426800,428200,430100,433000,436800,441300,446500,452200,458100,464700,472200,480700,490000,499500,509400,519000,528000,536600,546000,556800,567400,576800,586300,595800,604200,612000,619300,625200,629600,632500,634400,635300,635900,636900,637200,635700,633300,630700,628800,627700,626600,625200,623100,620300,618800,619000,618600,616000,612400,609000,604600,600100,595200,590100,584300,577300,568000,557300,546400,536400,526400,516500,506800,496200,485400,476800,469500,465400,464400,462600,458100,454000,451100,448900,447000,445700,445900,446800,447900,447900,446800,446100,446100,445700,445200,444400,443300,442300,440400,438000,436300,433900,430500,426600,422500,418000,413400,409200,406700,405800,405700,405000,403900,403500,403900,405300,407500,409900,413200,417700,423000,429100,435500,442100,449100,456400,463300,471000,480700,493200,507500,521900,534200,543900,551500,556800,560500,564300,568600,571300,575600,582700,590500,596400,601000,605200,610100,615400,620800,625800,631000,639100,648500,656100,661600
Middlesex,MA,Boston,25,17,178500,177700,177100,176700,176200,176000,176000,176300,177000,178400,179700,180700,181600,182500,183300,183900,184700,185700,186800,188300,190300,192600,194600,196300,198100,200100,202300,204600,206900,208900,210600,211700,212800,214200,215900,217800,220000,222500,225300,228900,232500,235600,238700,241900,245000,247900,250700,253900,257400,261100,264900,268800,272500,276000,279400,283000,286900,290600,294100,297700,301200,304600,308000,311200,314100,317200,320500,323200,324400,325000,326200,328000,330200,332700,335400,338300,341600,344800,347700,350900,354700,358600,361000,362400,363400,364500,365000,365300,365800,367100,369500,372300,375300,378200,381800,385200,387800,390300,393200,395900,398400,400900,403000,404800,406900,409400,411800,414200,416700,418700,419900,420600,420600,420200,419600,418100,415700,413200,411700,411400,411000,409000,406200,403700,401200,398300,395400,393200,391900,390900,390600,390300,389700,388900,388100,387000,385800,384800,383900,383500,382800,381700,379500,376400,373300,371000,369100,367900,367500,366900,365900,364200,362200,360600,359200,357300,355700,355400,356200,357300,358200,358800,359300,360000,361200,361700,361500,361600,362500,363300,363500,363200,362500,362200,362300,361900,361000,360100,359600,359200,358500,357800,356900,355900,354900,354500,354200,354300,354800,355800,356900,358000,359100,360300,361600,363300,365300,367000,368600,370500,372600,374500,376200,378200,380200,382700,386200,390500,395300,400100,403800,407100,411200,414600,416000,416400,418100,420600,422300,421700,419400,416800,415000,413400,411100,410000,412100,415300,416700,417300
Suffolk,NY,New York,36,103,,,,,,,,,,141600,144100,145600,147400,148800,150000,151300,152400,153100,154000,155300,156000,156300,156800,157700,158200,158700,159400,160100,160700,161500,162800,164600,166100,166900,167300,168200,169600,171200,172900,174800,176700,178500,180800,183600,187200,190300,192500,193900,195900,197900,199800,201200,202600,204700,207200,209200,211400,214700,218300,220500,222500,225100,228400,232400,237500,242800,247400,251700,255100,257800,261100,265600,270000,274100,278200,282700,287000,291100,296100,301900,307200,311800,316600,321800,326700,331100,335300,338900,342400,345500,348500,351700,354700,357300,360600,364400,368200,371900,375500,379400,383600,387900,392300,396600,401300,406600,411000,414700,418900,423000,426000,428700,431300,433700,436100,438600,440600,442100,443600,445400,447000,448200,448700,448500,447600,446300,444800,443200,441600,440400,440000,439400,438100,436700,435100,432700,430300,428400,426800,424900,422600,419900,417000,414100,411100,407700,404200,401300,398300,394900,391500,388500,386000,383400,380400,377200,374100,371900,370900,370600,370300,369800,369400,369100,368900,368800,368900,368200,367300,365800,363900,362500,361600,360200,358400,356600,355100,353500,351900,350500,349800,349500,348900,347100,345200,343700,342800,341600,339800,337300,335100,333600,332600,331700,331400,331300,331500,332100,332700,333000,333300,333800,333800,333200,333400,334300,335300,336600,338200,339900,341400,342300,342400,342700,343300,345300,348300,349800,348700,347900,348200,347500,346200,345700,346000,346500,347100,347000,345000,342500
Sacramento,CA,Sacramento,6,67,128600,128900,129200,129400,129200,128900,128700,128600,128500,128800,129300,129300,129300,129600,130000,130000,130200,130700,131200,131700,132400,133300,134100,134800,135500,136100,136300,136600,137000,137600,138300,139100,139700,140500,141700,142700,143100,143200,143800,144900,146100,147000,148200,149800,151700,153600,155500,157300,158800,160000,161300,162800,164200,165800,168100,170400,172700,175100,178100,181800,185300,188900,192200,195300,198200,200900,202400,203600,205200,207100,209000,211100,213500,216100,218700,221600,225000,228600,231900,235400,239400,243500,247200,250200,253400,257000,260500,263500,266400,269600,273500,277700,281800,286200,290900,295600,301000,307200,313900,321200,329400,337400,345000,352100,358400,364000,369400,375000,380000,384200,388100,392100,395500,398400,400700,402000,401700,400100,398200,396000,393500,390600,387300,384000,380400,376300,372400,369200,365500,361600,358400,355900,353300,350600,347500,343500,339200,334800,329600,323700,317600,310700,302900,295200,288000,281500,275900,271000,265300,259100,253400,247500,243900,243200,242600,240000,237200,233600,229400,225300,222400,220600,219500,218800,218300,217900,217800,218200,218300,218100,217400,216000,213800,211800,210600,209700,208100,205900,203400,200500,197000,194400,192500,190900,189700,188700,187900,187800,188000,187800,187900,188600,189500,190800,192400,194500,197200,200500,203400,206400,209700,213500,217800,222400,227200,232800,239900,247800,254900,260300,264800,268100,269900,270300,270600,271700,274200,277100,279000,279600,280000,280700,281200,282000,283100,284100,285600,288700,291900,293900
Bronx,NY,New York,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229100,231200,232500,235000,238400,243200,249600,253500,253200,252200,253700,257700,263500,269100,274000,278300,282100,285300,288700,292000,294600,297700,302300,306900,311500,317400,324600,331500,337700,343100,347900,350400,351700,354000,357800,360300,362900,367500,373200,377300,379400,380800,382500,384500,385800,385800,384400,383300,382000,379000,375900,374000,372900,370900,367300,361900,357900,358300,361700,363600,362200,359400,355900,351500,348600,348800,348300,344200,339800,336800,334400,332300,330400,327100,323300,321200,320400,319400,318900,320500,322600,323100,322200,321200,320100,319200,318900,319000,319200,319200,319700,321000,322000,321900,320800,319200,317900,317400,316300,314000,311300,308700,306300,304600,303300,302500,302700,303400,304200,304600,305200,306200,307000,306700,306300,306200,306600,308500,311000,312300,312500,313800,315300,316000,315500,314800,314000,313800,314000,314000,313900,314400,315200,316100,318100,321000,322800,324400,328000,332600,336500,339800
Nassau,NY,New York,36,59,191200,192300,193100,193800,194100,193800,193400,192700,192200,193000,194200,194800,194600,194400,194700,195300,195900,196600,197300,197800,198200,199200,200900,202500,203900,205000,206000,207300,209100,211300,213500,215700,217500,219200,221100,223000,226100,230900,235700,239000,240700,241600,242500,245100,250300,256800,260700,261800,262000,263200,264600,266100,268600,272200,275800,278500,280300,282200,284900,287800,290500,293100,295600,298100,301600,305800,309900,314300,318200,321200,324100,327900,331300,334300,338300,343900,349200,353200,356900,361000,364800,368400,373200,379300,385100,389600,393100,395700,398000,400700,404200,407500,410600,414300,418500,422700,426700,430700,435200,440600,445900,450600,455400,460300,465100,470000,475300,481100,486200,490500,494400,498100,501200,504000,506700,509300,511900,513700,514700,515300,516900,518300,518900,519200,519300,518500,516700,513700,509900,506500,504500,503300,502300,501800,500100,496900,494400,492600,490600,489600,489600,489000,485900,479900,473800,469100,465000,461200,457300,454100,450900,447300,443800,440700,437200,434100,431400,428800,426400,424100,421700,420000,419700,419500,419000,418600,418600,419000,419500,419600,420100,420900,421500,421800,421800,421300,420600,420400,421000,421500,420900,419300,417500,416500,415800,414800,413400,412300,411600,410900,410100,409500,409400,409800,409900,409900,410200,410700,411700,413200,414100,414300,414500,415200,416400,418400,421100,424400,427700,430400,432600,434800,436400,437400,438600,439900,441900,444200,445500,446900,449000,450200,450800,450800,450800,451200,452900,455700,456900,456500
Palm Beach,FL,Miami-Fort Lauderdale,12,99,99500,100000,100300,100300,100400,100600,100700,101000,101400,102200,103100,103700,104100,104200,104200,104200,104600,104800,104900,105000,105000,105400,105800,106300,106500,106700,106900,107200,107400,107800,108300,109000,109800,110200,110300,110500,110900,111500,112000,112500,113200,114000,114600,115100,115700,116400,117300,118500,119600,120600,121400,121900,122000,122500,123400,124300,125200,126500,127700,129000,130100,131200,132400,133600,134500,135600,137000,138500,140200,142400,144900,146900,148700,150200,152000,154800,158000,160400,162500,164900,166900,168300,169600,171100,172700,174500,176600,178700,180500,182400,184600,187100,190000,193300,197300,201600,206100,211000,216100,221300,227200,233600,239500,245200,250800,256300,262000,268600,276000,284000,291900,299300,306200,312100,316900,320900,323800,325200,325500,324900,323200,320600,317400,314400,311500,308600,305700,302300,298600,294900,291200,286800,281700,276500,271300,265600,259500,253700,248700,244600,239600,233700,228100,223200,218300,213500,209100,205000,201000,196500,191800,187000,183700,182100,180000,176500,173400,171200,169400,167800,166300,165400,165000,164400,164100,164100,163700,163100,162900,162900,162600,162000,161100,159600,157800,156100,154700,153100,151900,151100,150500,149800,148300,146300,145200,144700,144100,143800,143700,143900,145000,147000,148400,148800,149100,149500,150500,151500,152700,154100,155000,155800,157200,158700,160100,161500,163600,165800,168000,171300,175700,179100,181500,183300,184800,186300,188100,190300,192800,195300,197000,198000,198900,200500,202500,204200,205300,206600,208700,210800
Cuyahoga,OH,Cleveland,39,35,95000,95000,95200,95600,95800,96000,96200,96400,96700,96900,97300,98000,99000,99500,99700,99900,100300,100900,101500,102000,102400,102600,102700,102900,103200,103300,103500,103700,104000,104300,104700,105100,105400,105700,106200,106500,107100,107700,108400,109000,109800,110300,110500,110800,111200,111700,112200,112700,112900,113300,113700,113900,114100,114500,114800,115100,115500,115800,116000,116400,116800,116900,117100,117200,117100,117200,117400,117500,117600,117800,117900,118000,118100,118300,118500,118900,119300,119700,120100,120600,121100,121800,122500,123200,123900,124900,126200,127000,127500,128100,128500,128900,129300,129300,129200,129200,129200,129200,129400,129600,129700,129900,130300,130500,130900,131500,132000,132400,132700,132700,132600,132800,132900,132500,132200,132100,132100,132000,131800,131300,130700,129800,128700,127700,127300,127000,126600,126200,125800,125500,125500,125500,125800,125900,125600,125000,124400,123700,123000,122200,121000,120200,119500,118600,117600,116900,116300,115800,115200,114700,114100,113700,113500,113000,112200,111600,111300,111100,111000,111000,111100,111500,111900,112100,112100,111800,111700,111900,111600,110900,110400,110000,109600,108900,108100,107500,106800,105900,105000,104000,102800,101600,100700,100000,99100,98300,97500,96700,96300,96000,95800,95800,95900,96000,96400,96600,96600,96600,96400,96300,96400,96700,96800,97000,97500,98100,98500,98800,99000,99200,99600,100000,100200,100500,100900,101100,101500,101800,101800,101800,102100,102500,102700,102700,102400,102400,101900,101600,101800,102400
Hillsborough,FL,Tampa,12,57,74100,74200,74000,74000,73600,73200,73200,73600,74000,74200,74400,74500,74500,74700,75200,75600,76100,76500,76800,77200,77700,78500,79500,80400,80800,81500,82300,82700,83000,83400,84000,84400,84800,85400,86400,87500,88100,88500,88800,89100,89800,90700,91500,91900,92300,92800,93300,94300,95500,96100,96700,97900,98900,99500,100500,101700,102700,103800,104500,105000,105600,106500,107300,108000,108900,109600,110300,111100,112300,113600,114900,116100,117200,118200,119200,120100,121000,121700,122300,123100,123900,124900,125900,127000,128200,129600,130900,132100,133200,134400,135500,136500,137700,139100,140400,141600,143300,145100,147200,149600,152400,155100,157800,160600,163700,166900,170000,173400,176900,180600,184400,188200,192500,197300,202200,206800,210800,214500,218300,221900,224300,225800,227000,227900,227800,227300,226600,225200,222800,220500,218900,217400,215700,214000,211600,208800,206400,204300,202000,199700,196900,192800,187700,183200,179600,176300,173200,169900,166300,162900,159500,155900,153000,150800,148700,146400,143900,141200,139000,137300,135900,134800,133900,133200,132900,133100,133100,132400,131800,131700,131700,131200,130200,129100,128000,126400,124900,123700,122600,121300,119400,117400,115600,114600,113900,113100,112600,112700,113100,113300,113800,114700,116100,117600,119300,120800,122100,123000,124000,125000,126100,127200,128800,130600,132400,134200,136100,138100,140000,141700,143600,145600,147200,148500,149100,150000,151700,153400,154000,154400,154800,155200,155700,156600,157600,158000,158500,159400,160200,160700
